condition,level,seed,window_idx,samples,entropy,unique_ratio,block_combined,block_volume,block_entropy,block_unique
benign,120,32261173,63,123,6.8775,0.9675,1,1,1,1
benign,120,32261173,64,118,6.8148,0.9661,1,1,1,1
benign,120,32261173,65,119,6.8276,0.9664,1,1,1,1
benign,120,32261173,66,120,6.8402,0.9667,1,1,1,1
benign,120,32261173,67,121,6.8527,0.9669,1,1,1,1
benign,120,32261173,68,122,6.8652,0.9672,1,1,1,1
benign,120,32261173,69,122,6.8652,0.9672,1,1,1,1
benign,120,32261173,70,123,6.8775,0.9675,1,1,1,1
benign,120,32261173,71,124,6.8897,0.9677,1,1,1,1
benign,120,32261173,72,123,6.8775,0.9675,1,1,1,1
benign,120,32261173,73,124,6.8897,0.9677,1,1,1,1
benign,120,32261173,74,125,6.9018,0.9680,1,1,1,1
benign,120,32261173,75,126,6.9138,0.9683,1,1,1,1
benign,120,32261173,76,125,6.9018,0.9680,1,1,1,1
benign,120,32261173,77,126,6.9138,0.9683,1,1,1,1
benign,120,32261173,78,123,6.8775,0.9675,1,1,1,1
benign,120,32261173,79,124,6.8897,0.9677,1,1,1,1
benign,120,32261173,80,124,6.8897,0.9677,1,1,1,1
benign,120,32261173,81,125,6.9018,0.9680,1,1,1,1
benign,120,32261173,82,121,6.8300,0.9587,1,1,1,1
benign,120,32261173,83,122,6.8426,0.9590,1,1,1,1
benign,120,32261173,84,121,6.8300,0.9587,1,1,1,1
benign,120,32261173,85,121,6.8300,0.9587,1,1,1,1
benign,120,32261173,86,121,6.8300,0.9587,1,1,1,1
benign,120,32261173,87,121,6.8300,0.9587,1,1,1,1
benign,120,32261173,88,119,6.8212,0.9664,1,1,1,1
benign,120,32261173,89,120,6.8339,0.9667,1,1,1,1
benign,120,32261173,90,120,6.8339,0.9667,1,1,1,1
benign,120,32261173,91,121,6.8465,0.9669,1,1,1,1
benign,120,32261173,92,120,6.8339,0.9667,1,1,1,1
benign,120,32261173,93,119,6.8044,0.9580,1,1,1,1
benign,120,32261173,94,120,6.8173,0.9583,1,1,1,1
benign,120,32261173,95,121,6.8300,0.9587,1,1,1,1
benign,120,32261173,96,116,6.7653,0.9569,1,1,1,1
benign,120,32261173,97,115,6.7520,0.9565,1,1,1,1
benign,120,32261173,98,112,6.7292,0.9643,1,1,1,1
benign,120,32261173,99,108,6.6738,0.9630,1,1,1,1
benign,120,32261173,100,106,6.6642,0.9717,1,1,1,1
benign,120,32261173,101,106,6.6453,0.9623,1,1,1,1
benign,120,32261173,102,107,6.6410,0.9533,1,1,1,1
benign,120,32261173,103,107,6.6410,0.9533,1,1,1,1
benign,120,32261173,104,105,6.6118,0.9524,1,1,1,1
benign,120,32261173,105,106,6.6265,0.9528,1,1,1,1
benign,120,32261173,106,107,6.6410,0.9533,1,1,1,1
benign,120,32261173,107,105,6.6118,0.9524,1,1,1,1
benign,120,32261173,108,106,6.6265,0.9528,1,1,1,1
benign,120,32261173,109,107,6.6410,0.9533,1,1,1,1
benign,120,32261173,110,108,6.6553,0.9537,1,1,1,1
benign,120,32261173,111,109,6.6695,0.9541,1,1,1,1
benign,120,32261173,112,110,6.6836,0.9545,1,1,1,1
benign,120,32261173,113,110,6.7018,0.9636,1,1,1,1
benign,120,32261173,114,111,6.7155,0.9640,1,1,1,1
benign,120,32261173,115,107,6.6596,0.9626,1,1,1,1
benign,120,32261173,116,106,6.6453,0.9623,1,1,1,1
benign,120,32261173,117,107,6.6596,0.9626,1,1,1,1
benign,120,32261173,118,107,6.6596,0.9626,1,1,1,1
benign,120,32261173,119,107,6.6596,0.9626,1,1,1,1
benign,120,32261173,120,103,6.6015,0.9612,1,1,1,1
benign,120,32261173,121,104,6.6163,0.9615,1,1,1,1
benign,120,32261173,122,104,6.6163,0.9615,1,1,1,1
benign,120,32261173,123,104,6.6163,0.9615,1,1,1,1
benign,120,32261173,124,101,6.5715,0.9604,1,1,1,1
benign,120,32261173,125,102,6.5670,0.9510,1,1,1,1
benign,120,32261173,126,101,6.5517,0.9505,1,1,1,1
benign,120,32261173,127,102,6.5670,0.9510,1,1,1,1
benign,120,32261173,128,103,6.5821,0.9515,1,1,1,1
benign,120,32261173,129,101,6.5517,0.9505,1,1,1,1
benign,120,32261173,130,101,6.5517,0.9505,1,1,1,1
benign,120,32261173,131,101,6.5517,0.9505,1,1,1,1
benign,120,32261173,132,99,6.5207,0.9495,1,1,1,1
benign,120,32261173,133,100,6.5363,0.9500,1,1,1,1
benign,120,32261173,134,101,6.5517,0.9505,1,1,1,1
benign,120,32261173,135,100,6.5639,0.9600,1,1,1,1
benign,120,32261173,136,98,6.5331,0.9592,1,1,1,1
benign,120,32261173,137,97,6.5381,0.9691,1,1,1,1
benign,120,32261173,138,97,6.5381,0.9691,1,1,1,1
benign,120,32261173,139,98,6.5535,0.9694,1,1,1,1
benign,120,32261173,140,99,6.5688,0.9697,1,1,1,1
benign,120,32261173,141,100,6.5839,0.9700,1,1,1,1
benign,120,32261173,142,101,6.5988,0.9703,1,1,1,1
benign,120,32261173,143,102,6.6136,0.9706,1,1,1,1
benign,120,32261173,144,102,6.6136,0.9706,1,1,1,1
benign,120,32261173,145,103,6.6282,0.9709,1,1,1,1
benign,120,32261173,146,104,6.6235,0.9615,1,1,1,1
benign,120,32261173,147,104,6.6427,0.9712,1,1,1,1
benign,120,32261173,148,105,6.6571,0.9714,1,1,1,1
benign,120,32261173,149,106,6.6713,0.9717,1,1,1,1
attack_bursty,60,26301018,0,64,6.0000,1.0000,1,1,1,1
attack_bursty,60,26301018,1,60,5.9069,1.0000,1,1,1,1
attack_bursty,60,26301018,2,61,5.9307,1.0000,1,1,1,1
attack_bursty,60,26301018,3,62,5.9542,1.0000,1,1,1,1
attack_bursty,60,26301018,4,62,5.9542,1.0000,1,1,1,1
attack_bursty,60,26301018,5,62,5.9542,1.0000,1,1,1,1
attack_bursty,60,26301018,6,62,5.9542,1.0000,1,1,1,1
attack_bursty,60,26301018,7,62,5.9542,1.0000,1,1,1,1
attack_bursty,60,26301018,8,63,5.9773,1.0000,1,1,1,1
attack_bursty,60,26301018,9,62,5.9542,1.0000,1,1,1,1
attack_bursty,60,26301018,10,63,5.9773,1.0000,1,1,1,1
attack_bursty,60,26301018,11,62,5.9542,1.0000,1,1,1,1
attack_bursty,60,26301018,12,63,5.9773,1.0000,1,1,1,1
attack_bursty,60,26301018,13,64,6.0000,1.0000,1,1,1,1
attack_bursty,60,26301018,14,65,6.0224,1.0000,1,1,1,1
attack_bursty,60,26301018,15,66,6.0444,1.0000,1,1,1,1
attack_bursty,60,26301018,16,67,6.0661,1.0000,1,1,1,1
attack_bursty,60,26301018,17,67,6.0661,1.0000,1,1,1,1
attack_bursty,60,26301018,18,68,6.0875,1.0000,1,1,1,1
attack_bursty,60,26301018,19,67,6.0661,1.0000,1,1,1,1
attack_bursty,60,26301018,20,68,6.0875,1.0000,1,1,1,1
attack_bursty,60,26301018,21,68,6.0875,1.0000,1,1,1,1
attack_bursty,60,26301018,22,64,6.0000,1.0000,1,1,1,1
attack_bursty,60,26301018,23,64,6.0000,1.0000,1,1,1,1
attack_bursty,60,26301018,24,65,6.0224,1.0000,1,1,1,1
attack_bursty,60,26301018,25,66,6.0444,1.0000,1,1,1,1
attack_bursty,60,26301018,26,67,6.0661,1.0000,1,1,1,1
attack_bursty,60,26301018,27,68,6.0875,1.0000,1,1,1,1
attack_bursty,60,26301018,28,66,6.0444,1.0000,1,1,1,1
attack_bursty,60,26301018,29,67,6.0661,1.0000,1,1,1,1
attack_bursty,60,26301018,30,66,6.0444,1.0000,1,1,1,1
attack_bursty,60,26301018,31,65,6.0224,1.0000,1,1,1,1
attack_bursty,60,26301018,32,66,6.0444,1.0000,1,1,1,1
attack_bursty,60,26301018,33,67,6.0661,1.0000,1,1,1,1
attack_bursty,60,26301018,34,67,6.0661,1.0000,1,1,1,1
attack_bursty,60,26301018,35,67,6.0661,1.0000,1,1,1,1
attack_bursty,60,26301018,36,67,6.0661,1.0000,1,1,1,1
attack_bursty,60,26301018,37,62,5.9542,1.0000,1,1,1,1
attack_bursty,60,26301018,38,61,5.9307,1.0000,1,1,1,1
attack_bursty,60,26301018,39,61,5.9307,1.0000,1,1,1,1
attack_bursty,60,26301018,40,61,5.9307,1.0000,1,1,1,1
attack_bursty,60,26301018,41,61,5.9307,1.0000,1,1,1,1
attack_bursty,60,26301018,42,62,5.9542,1.0000,1,1,1,1
attack_bursty,60,26301018,43,62,5.9542,1.0000,1,1,1,1
attack_bursty,60,26301018,44,63,5.9773,1.0000,1,1,1,1
attack_bursty,60,26301018,45,63,5.9773,1.0000,1,1,1,1
attack_bursty,60,26301018,46,64,6.0000,1.0000,1,1,1,1
attack_bursty,60,26301018,47,65,6.0224,1.0000,1,1,1,1
attack_bursty,60,26301018,48,65,6.0224,1.0000,1,1,1,1
attack_bursty,60,26301018,49,65,6.0224,1.0000,1,1,1,1
attack_bursty,60,26301018,50,66,6.0444,1.0000,1,1,1,1
attack_bursty,60,26301018,51,66,6.0444,1.0000,1,1,1,1
attack_bursty,60,26301018,52,67,6.0661,1.0000,1,1,1,1
attack_bursty,60,26301018,53,68,6.0875,1.0000,1,1,1,1
attack_bursty,60,26301018,54,69,6.1085,1.0000,1,1,1,1
attack_bursty,60,26301018,55,68,6.0875,1.0000,1,1,1,1
attack_bursty,60,26301018,56,67,6.0661,1.0000,1,1,1,1
attack_bursty,60,26301018,57,68,6.0875,1.0000,1,1,1,1
attack_bursty,60,26301018,58,68,6.0875,1.0000,1,1,1,1
attack_bursty,60,26301018,59,69,6.1085,1.0000,1,1,1,1
attack_bursty,60,26301018,60,69,6.1085,1.0000,1,1,1,1
attack_bursty,60,26301018,61,68,6.0875,1.0000,1,1,1,1
attack_bursty,60,26301018,62,67,6.0661,1.0000,1,1,1,1
attack_bursty,60,26301018,63,68,6.0875,1.0000,1,1,1,1
attack_bursty,60,26301018,64,68,6.0875,1.0000,1,1,1,1
attack_bursty,60,26301018,65,69,6.1085,1.0000,1,1,1,1
attack_bursty,60,26301018,66,70,6.1293,1.0000,1,1,1,1
attack_bursty,60,26301018,67,70,6.1293,1.0000,1,1,1,1
attack_bursty,60,26301018,68,71,6.1497,1.0000,1,1,1,1
attack_bursty,60,26301018,69,71,6.1497,1.0000,1,1,1,1
attack_bursty,60,26301018,70,72,6.1699,1.0000,1,1,1,1
attack_bursty,60,26301018,71,73,6.1898,1.0000,1,1,1,1
attack_bursty,60,26301018,72,74,6.2095,1.0000,1,1,1,1
attack_bursty,60,26301018,73,74,6.2095,1.0000,1,1,1,1
attack_bursty,60,26301018,74,75,6.2288,1.0000,1,1,1,1
attack_bursty,60,26301018,75,76,6.2479,1.0000,1,1,1,1
attack_bursty,60,26301018,76,77,6.2668,1.0000,1,1,1,1
attack_bursty,60,26301018,77,77,6.2668,1.0000,1,1,1,1
attack_bursty,60,26301018,78,78,6.2854,1.0000,1,1,1,1
attack_bursty,60,26301018,79,79,6.3038,1.0000,1,1,1,1
attack_bursty,60,26301018,80,80,6.3219,1.0000,1,1,1,1
attack_bursty,60,26301018,81,79,6.3038,1.0000,1,1,1,1
attack_bursty,60,26301018,82,80,6.3219,1.0000,1,1,1,1
attack_bursty,60,26301018,83,79,6.3038,1.0000,1,1,1,1
attack_bursty,60,26301018,84,79,6.3038,1.0000,1,1,1,1
attack_bursty,60,26301018,85,77,6.2668,1.0000,1,1,1,1
attack_bursty,60,26301018,86,76,6.2479,1.0000,1,1,1,1
attack_bursty,60,26301018,87,77,6.2668,1.0000,1,1,1,1
attack_bursty,60,26301018,88,76,6.2479,1.0000,1,1,1,1
attack_bursty,60,26301018,89,77,6.2668,1.0000,1,1,1,1
attack_bursty,60,26301018,90,78,6.2854,1.0000,1,1,1,1
attack_bursty,60,26301018,91,77,6.2668,1.0000,1,1,1,1
attack_bursty,60,26301018,92,77,6.2668,1.0000,1,1,1,1
attack_bursty,60,26301018,93,76,6.2479,1.0000,1,1,1,1
attack_bursty,60,26301018,94,77,6.2668,1.0000,1,1,1,1
attack_bursty,60,26301018,95,75,6.2288,1.0000,1,1,1,1
attack_bursty,60,26301018,96,75,6.2288,1.0000,1,1,1,1
attack_bursty,60,26301018,97,76,6.2479,1.0000,1,1,1,1
attack_bursty,60,26301018,98,77,6.2668,1.0000,1,1,1,1
attack_bursty,60,26301018,99,77,6.2668,1.0000,1,1,1,1
attack_bursty,60,26301018,100,77,6.2668,1.0000,1,1,1,1
attack_bursty,60,26301018,101,76,6.2479,1.0000,1,1,1,1
attack_bursty,60,26301018,102,75,6.2288,1.0000,1,1,1,1
attack_bursty,60,26301018,103,76,6.2479,1.0000,1,1,1,1
attack_bursty,60,26301018,104,75,6.2288,1.0000,1,1,1,1
attack_bursty,60,26301018,105,72,6.1699,1.0000,1,1,1,1
attack_bursty,60,26301018,106,70,6.1293,1.0000,1,1,1,1
attack_bursty,60,26301018,107,71,6.1497,1.0000,1,1,1,1
attack_bursty,60,26301018,108,72,6.1699,1.0000,1,1,1,1
attack_bursty,60,26301018,109,72,6.1699,1.0000,1,1,1,1
attack_bursty,60,26301018,110,73,6.1898,1.0000,1,1,1,1
attack_bursty,60,26301018,111,74,6.2095,1.0000,1,1,1,1
attack_bursty,60,26301018,112,72,6.1699,1.0000,1,1,1,1
attack_bursty,60,26301018,113,73,6.1898,1.0000,1,1,1,1
attack_bursty,60,26301018,114,69,6.1085,1.0000,1,1,1,1
attack_bursty,60,26301018,115,70,6.1007,0.9857,1,1,1,1
attack_bursty,60,26301018,116,69,6.0795,0.9855,1,1,1,1
attack_bursty,60,26301018,117,70,6.1007,0.9857,1,1,1,1
attack_bursty,60,26301018,118,68,6.0581,0.9853,1,1,1,1
attack_bursty,60,26301018,119,69,6.0795,0.9855,1,1,1,1
attack_bursty,60,26301018,120,68,6.0581,0.9853,1,1,1,1
attack_bursty,60,26301018,121,67,6.0362,0.9851,1,1,1,1
attack_bursty,60,26301018,122,68,6.0581,0.9853,1,1,1,1
attack_bursty,60,26301018,123,63,5.9455,0.9841,1,1,1,1
attack_bursty,60,26301018,124,56,5.8074,1.0000,1,1,1,1
attack_bursty,60,26301018,125,53,5.7279,1.0000,1,1,1,1
attack_bursty,60,26301018,126,54,5.7549,1.0000,1,1,1,1
attack_bursty,60,26301018,127,55,5.7814,1.0000,1,1,1,1
attack_bursty,60,26301018,128,56,5.8074,1.0000,1,1,1,1
attack_bursty,60,26301018,129,57,5.8329,1.0000,1,1,1,1
attack_bursty,60,26301018,130,58,5.8580,1.0000,1,1,1,1
attack_bursty,60,26301018,131,59,5.8826,1.0000,1,1,1,1
attack_bursty,60,26301018,132,60,5.9069,1.0000,1,1,1,1
attack_bursty,60,26301018,133,61,5.9307,1.0000,1,1,1,1
attack_bursty,60,26301018,134,61,5.9307,1.0000,1,1,1,1
attack_bursty,60,26301018,135,61,5.9307,1.0000,1,1,1,1
attack_bursty,60,26301018,136,62,5.9542,1.0000,1,1,1,1
attack_bursty,60,26301018,137,63,5.9773,1.0000,1,1,1,1
attack_bursty,60,26301018,138,62,5.9542,1.0000,1,1,1,1
attack_bursty,60,26301018,139,59,5.8826,1.0000,1,1,1,1
attack_bursty,60,26301018,140,60,5.9069,1.0000,1,1,1,1
attack_bursty,60,26301018,141,61,5.9307,1.0000,1,1,1,1
attack_bursty,60,26301018,142,62,5.9542,1.0000,1,1,1,1
attack_bursty,60,26301018,143,63,5.9773,1.0000,1,1,1,1
attack_bursty,60,26301018,144,62,5.9542,1.0000,1,1,1,1
attack_bursty,60,26301018,145,63,5.9773,1.0000,1,1,1,1
attack_bursty,60,26301018,146,63,5.9773,1.0000,1,1,1,1
attack_bursty,60,26301018,147,64,6.0000,1.0000,1,1,1,1
attack_bursty,60,26301018,148,65,6.0224,1.0000,1,1,1,1
attack_bursty,60,26301018,149,65,6.0224,1.0000,1,1,1,1
attack_fixed,120,32291199,0,112,0.8031,0.1071,0,1,0,0
attack_fixed,120,32291199,1,112,0.8031,0.1071,0,1,0,0
attack_fixed,120,32291199,2,112,0.7307,0.0982,0,1,0,0
attack_fixed,120,32291199,3,113,0.7254,0.0973,0,1,0,0
attack_fixed,120,32291199,4,114,0.7202,0.0965,0,1,0,0
attack_fixed,120,32291199,5,114,0.7202,0.0965,0,1,0,0
attack_fixed,120,32291199,6,114,0.7202,0.0965,0,1,0,0
attack_fixed,120,32291199,7,115,0.7151,0.0957,0,1,0,0
attack_fixed,120,32291199,8,113,0.6534,0.0885,0,1,0,0
attack_fixed,120,32291199,9,113,0.6534,0.0885,0,1,0,0
attack_fixed,120,32291199,10,114,0.7202,0.0965,0,1,0,0
attack_fixed,120,32291199,11,115,0.7151,0.0957,0,1,0,0
attack_fixed,120,32291199,12,116,0.7101,0.0948,0,1,0,0
attack_fixed,120,32291199,13,117,0.7051,0.0940,0,1,0,0
attack_fixed,120,32291199,14,118,0.7002,0.0932,0,1,0,0
attack_fixed,120,32291199,15,118,0.7002,0.0932,0,1,0,0
attack_fixed,120,32291199,16,119,0.7643,0.1008,0,1,0,0
attack_fixed,120,32291199,17,118,0.7696,0.1017,0,1,0,0
attack_fixed,120,32291199,18,118,0.7696,0.1017,0,1,0,0
attack_fixed,120,32291199,19,117,0.7750,0.1026,0,1,0,0
attack_fixed,120,32291199,20,116,0.7804,0.1034,0,1,0,0
attack_fixed,120,32291199,21,117,0.7750,0.1026,0,1,0,0
attack_fixed,120,32291199,22,118,0.7696,0.1017,0,1,0,0
attack_fixed,120,32291199,23,119,0.7643,0.1008,0,1,0,0
attack_fixed,120,32291199,24,119,0.7643,0.1008,0,1,0,0
attack_fixed,120,32291199,25,118,0.7696,0.1017,0,1,0,0
attack_fixed,120,32291199,26,119,0.7643,0.1008,0,1,0,0
attack_fixed,120,32291199,27,119,0.6954,0.0924,0,1,0,0
attack_fixed,120,32291199,28,120,0.6906,0.0917,0,1,0,0
attack_fixed,120,32291199,29,121,0.7540,0.0992,0,1,0,0
attack_fixed,120,32291199,30,119,0.7643,0.1008,0,1,0,0
attack_fixed,120,32291199,31,120,0.7591,0.1000,0,1,0,0
attack_fixed,120,32291199,32,121,0.7540,0.0992,0,1,0,0
attack_fixed,120,32291199,33,122,0.7489,0.0984,0,1,0,0
attack_fixed,120,32291199,34,123,0.7439,0.0976,0,1,0,0
attack_fixed,120,32291199,35,123,0.7439,0.0976,0,1,0,0
attack_fixed,120,32291199,36,124,0.7390,0.0968,0,1,0,0
attack_fixed,120,32291199,37,125,0.7342,0.0960,0,1,0,0
attack_fixed,120,32291199,38,125,0.7342,0.0960,0,1,0,0
attack_fixed,120,32291199,39,126,0.7294,0.0952,0,1,0,0
attack_fixed,120,32291199,40,123,0.7439,0.0976,0,1,0,0
attack_fixed,120,32291199,41,124,0.7390,0.0968,0,1,0,0
attack_fixed,120,32291199,42,125,0.7342,0.0960,0,1,0,0
attack_fixed,120,32291199,43,126,0.7294,0.0952,0,1,0,0
attack_fixed,120,32291199,44,122,0.8164,0.1066,0,1,0,0
attack_fixed,120,32291199,45,123,0.8110,0.1057,0,1,0,0
attack_fixed,120,32291199,46,124,0.8721,0.1129,0,1,0,0
attack_fixed,120,32291199,47,124,0.8721,0.1129,0,1,0,0
attack_fixed,120,32291199,48,125,0.8664,0.1120,0,1,0,0
attack_fixed,120,32291199,49,125,0.8664,0.1120,0,1,0,0
attack_fixed,120,32291199,50,126,0.8608,0.1111,0,1,0,0
attack_fixed,120,32291199,51,127,0.8552,0.1102,0,1,0,0
attack_fixed,120,32291199,52,127,0.8552,0.1102,0,1,0,0
attack_fixed,120,32291199,53,127,0.8552,0.1102,0,1,0,0
attack_fixed,120,32291199,54,128,0.8498,0.1094,0,1,0,0
attack_fixed,120,32291199,55,129,0.9087,0.1163,0,1,0,0
attack_fixed,120,32291199,56,130,0.9029,0.1154,0,1,0,0
attack_fixed,120,32291199,57,129,0.8444,0.1085,0,1,0,0
attack_fixed,120,32291199,58,127,0.9203,0.1181,0,1,0,0
attack_fixed,120,32291199,59,127,0.9203,0.1181,0,1,0,0
attack_fixed,120,32291199,60,123,0.8110,0.1057,0,1,0,0
attack_fixed,120,32291199,61,120,0.7591,0.1000,0,1,0,0
attack_fixed,120,32291199,62,119,0.7643,0.1008,0,1,0,0
attack_fixed,120,32291199,63,120,0.8275,0.1083,0,1,0,0
attack_fixed,120,32291199,64,121,0.8219,0.1074,0,1,0,0
attack_fixed,120,32291199,65,121,0.8219,0.1074,0,1,0,0
attack_fixed,120,32291199,66,121,0.8219,0.1074,0,1,0,0
attack_fixed,120,32291199,67,122,0.8164,0.1066,0,1,0,0
attack_fixed,120,32291199,68,122,0.8164,0.1066,0,1,0,0
attack_fixed,120,32291199,69,123,0.8110,0.1057,0,1,0,0
attack_fixed,120,32291199,70,123,0.8110,0.1057,0,1,0,0
attack_fixed,120,32291199,71,124,0.8056,0.1048,0,1,0,0
attack_fixed,120,32291199,72,125,0.8003,0.1040,0,1,0,0
attack_fixed,120,32291199,73,124,0.8721,0.1129,0,1,0,0
attack_fixed,120,32291199,74,124,0.8721,0.1129,0,1,0,0
attack_fixed,120,32291199,75,125,0.8664,0.1120,0,1,0,0
attack_fixed,120,32291199,76,126,0.8608,0.1111,0,1,0,0
attack_fixed,120,32291199,77,127,0.8552,0.1102,0,1,0,0
attack_fixed,120,32291199,78,126,0.9263,0.1190,0,1,0,0
attack_fixed,120,32291199,79,127,0.9203,0.1181,0,1,0,0
attack_fixed,120,32291199,80,127,0.9203,0.1181,0,1,0,0
attack_fixed,120,32291199,81,127,0.9853,0.1260,0,1,0,0
attack_fixed,120,32291199,82,126,0.9917,0.1270,0,1,0,0
attack_fixed,120,32291199,83,127,0.9853,0.1260,0,1,0,0
attack_fixed,120,32291199,84,128,0.9791,0.1250,0,1,0,0
attack_fixed,120,32291199,85,128,0.9791,0.1250,0,1,0,0
attack_fixed,120,32291199,86,129,0.9729,0.1240,0,1,0,0
attack_fixed,120,32291199,87,130,0.9667,0.1231,0,1,0,0
attack_fixed,120,32291199,88,129,0.9729,0.1240,0,1,0,0
attack_fixed,120,32291199,89,129,0.9729,0.1240,0,1,0,0
attack_fixed,120,32291199,90,130,0.9667,0.1231,0,1,0,0
attack_fixed,120,32291199,91,129,0.9087,0.1163,0,1,0,0
attack_fixed,120,32291199,92,127,0.9203,0.1181,0,1,0,0
attack_fixed,120,32291199,93,124,0.9385,0.1210,0,1,0,0
attack_fixed,120,32291199,94,124,0.8721,0.1129,0,1,0,0
attack_fixed,120,32291199,95,124,0.8721,0.1129,0,1,0,0
attack_fixed,120,32291199,96,125,0.8664,0.1120,0,1,0,0
attack_fixed,120,32291199,97,126,0.8608,0.1111,0,1,0,0
attack_fixed,120,32291199,98,127,0.8552,0.1102,0,1,0,0
attack_fixed,120,32291199,99,128,0.8498,0.1094,0,1,0,0
attack_fixed,120,32291199,100,129,0.8444,0.1085,0,1,0,0
attack_fixed,120,32291199,101,130,0.8390,0.1077,0,1,0,0
attack_fixed,120,32291199,102,131,0.8338,0.1069,0,1,0,0
attack_fixed,120,32291199,103,132,0.8286,0.1061,0,1,0,0
attack_fixed,120,32291199,104,132,0.8286,0.1061,0,1,0,0
attack_fixed,120,32291199,105,133,0.8235,0.1053,0,1,0,0
attack_fixed,120,32291199,106,134,0.8185,0.1045,0,1,0,0
attack_fixed,120,32291199,107,131,0.8338,0.1069,0,1,0,0
attack_fixed,120,32291199,108,132,0.8286,0.1061,0,1,0,0
attack_fixed,120,32291199,109,133,0.8235,0.1053,0,1,0,0
attack_fixed,120,32291199,110,132,0.8286,0.1061,0,1,0,0
attack_fixed,120,32291199,111,131,0.8338,0.1069,0,1,0,0
attack_fixed,120,32291199,112,132,0.8286,0.1061,0,1,0,0
attack_fixed,120,32291199,113,133,0.8235,0.1053,0,1,0,0
attack_fixed,120,32291199,114,130,0.8390,0.1077,0,1,0,0
attack_fixed,120,32291199,115,131,0.8338,0.1069,0,1,0,0
attack_fixed,120,32291199,116,132,0.8286,0.1061,0,1,0,0
attack_fixed,120,32291199,117,133,0.8235,0.1053,0,1,0,0
attack_fixed,120,32291199,118,134,0.8185,0.1045,0,1,0,0
attack_fixed,120,32291199,119,135,0.8135,0.1037,0,1,0,0
attack_fixed,120,32291199,120,136,0.8086,0.1029,0,1,0,0
attack_fixed,120,32291199,121,136,0.8086,0.1029,0,1,0,0
attack_fixed,120,32291199,122,136,0.8086,0.1029,0,1,0,0
attack_fixed,120,32291199,123,137,0.8037,0.1022,0,1,0,0
attack_fixed,120,32291199,124,135,0.8135,0.1037,0,1,0,0
attack_fixed,120,32291199,125,135,0.8135,0.1037,0,1,0,0
attack_fixed,120,32291199,126,133,0.7607,0.0977,0,1,0,0
attack_fixed,120,32291199,127,133,0.6978,0.0902,0,1,0,0
attack_fixed,120,32291199,128,129,0.7155,0.0930,0,1,0,0
attack_fixed,120,32291199,129,130,0.7110,0.0923,0,1,0,0
attack_fixed,120,32291199,130,124,0.7390,0.0968,0,1,0,0
attack_fixed,120,32291199,131,125,0.8003,0.1040,0,1,0,0
attack_fixed,120,32291199,132,125,0.8003,0.1040,0,1,0,0
attack_fixed,120,32291199,133,126,0.7951,0.1032,0,1,0,0
attack_fixed,120,32291199,134,126,0.7951,0.1032,0,1,0,0
attack_fixed,120,32291199,135,125,0.7342,0.0960,0,1,0,0
attack_fixed,120,32291199,136,125,0.7342,0.0960,0,1,0,0
attack_fixed,120,32291199,137,126,0.7294,0.0952,0,1,0,0
attack_fixed,120,32291199,138,124,0.7390,0.0968,0,1,0,0
attack_fixed,120,32291199,139,125,0.7342,0.0960,0,1,0,0
attack_fixed,120,32291199,140,126,0.7294,0.0952,0,1,0,0
attack_fixed,120,32291199,141,125,0.6679,0.0880,0,1,0,0
attack_fixed,120,32291199,142,126,0.6636,0.0873,0,1,0,0
attack_fixed,120,32291199,143,127,0.6593,0.0866,0,1,0,0
attack_fixed,120,32291199,144,126,0.6636,0.0873,0,1,0,0
attack_fixed,120,32291199,145,126,0.6636,0.0873,0,1,0,0
attack_fixed,120,32291199,146,125,0.6679,0.0880,0,1,0,0
attack_fixed,120,32291199,147,124,0.6723,0.0887,0,1,0,0
attack_fixed,120,32291199,148,125,0.6679,0.0880,0,1,0,0
attack_fixed,120,32291199,149,125,0.6679,0.0880,0,1,0,0
attack_random,24,22680901,0,29,4.8580,1.0000,1,1,1,1
attack_random,24,22680901,1,27,4.7549,1.0000,1,1,1,1
attack_random,24,22680901,2,28,4.8074,1.0000,1,1,1,1
attack_random,24,22680901,3,28,4.8074,1.0000,1,1,1,1
attack_random,24,22680901,4,29,4.8580,1.0000,1,1,1,1
attack_random,24,22680901,5,29,4.8580,1.0000,1,1,1,1
attack_random,24,22680901,6,28,4.8074,1.0000,1,1,1,1
attack_random,24,22680901,7,28,4.8074,1.0000,1,1,1,1
attack_random,24,22680901,8,29,4.8580,1.0000,1,1,1,1
attack_random,24,22680901,9,30,4.9069,1.0000,1,1,1,1
attack_random,24,22680901,10,27,4.7549,1.0000,1,1,1,1
attack_random,24,22680901,11,28,4.8074,1.0000,1,1,1,1
attack_random,24,22680901,12,27,4.7549,1.0000,1,1,1,1
attack_random,24,22680901,13,27,4.7549,1.0000,1,1,1,1
attack_random,24,22680901,14,27,4.7549,1.0000,1,1,1,1
attack_random,24,22680901,15,28,4.8074,1.0000,1,1,1,1
attack_random,24,22680901,16,28,4.8074,1.0000,1,1,1,1
attack_random,24,22680901,17,29,4.8580,1.0000,1,1,1,1
attack_random,24,22680901,18,30,4.9069,1.0000,1,1,1,1
attack_random,24,22680901,19,30,4.9069,1.0000,1,1,1,1
attack_random,24,22680901,20,25,4.6439,1.0000,1,1,1,1
attack_random,24,22680901,21,26,4.7004,1.0000,1,1,1,1
